
#          title damage energy traversable is_fall
Interface: plain      0      0           1       0
Interface: rocks      1      0           1       0
Interface: mud        0      1           1       0
Interface: wall      10      1           0       0
Interface: cliff      0      0           1       1
Cell: 1987   3000.00      0.00    -15.96  840    0 1988    0  cliff   wall  rocks   wall
Object:   OBJ02276   3978     drm5   -50.00    mineral     5.00    10.00        dayglo-orange       rock     medium     5candela
Object:   OBJ02277   3978     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02278   3978     drsn   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small         none
Object:   OBJ02279   3978     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02280   3978     c3sb    50.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Cell: 3979  29000.00   1000.00   -458.95 3998 3960 3980 3978  plain    mud    mud    mud
Object:   OBJ02281   3979     dBsn   -50.00      flora     1.00     1.00        dayglo-orange       bush      small         none
Object:   OBJ02282   3979     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02283   3979     drs5   -50.00    mineral     1.00     1.00        dayglo-orange       rock      small     5candela
Object:   OBJ02284   3979     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02285   3979     d3sn   -50.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Cell: 3980  30000.00   1000.00   -322.08 3999 3961    0 3979    mud  plain   wall    mud
Object:   OBJ02286   3980     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02287   3980     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02288   3980     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02289   3980     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02290   3980     d3sn    10.00      fauna     1.00     1.00        dayglo-orange     triped      small         none
Cell:  856      0.00   2000.00   -521.24  875  837  857    0  plain  plain  plain   wall
Object:   OBJ02291    856     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ02292    856     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02293    856     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02294    856     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02295    856     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Cell:  857   1000.00   2000.00   -529.20  876  838  858  856  plain  plain  plain  plain
Object:   OBJ02296    857     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02297    857     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Object:   OBJ02298    857     VBsb    50.00      flora     1.00     1.00            olivedrab       bush      small     blinding
Object:   OBJ02299    857     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ02300    857     crs5    50.00    mineral     1.00     1.00                 cyan       rock      small     5candela
Cell:  858   2000.00   2000.00   -561.96  877  839  859  857  plain  plain  plain  plain
Object:   OBJ02301    858     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02302    858     VBtn    10.00      flora     0.10     0.10            olivedrab       bush       tiny         none
Object:   OBJ02303    858     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02304    858     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02305    858     cBtn    10.00      flora     0.10     0.10                 cyan       bush       tiny         none
Cell:  859   3000.00   2000.00   -465.10  878  840  860  858  rocks  plain  plain  rocks
Object:   OBJ02306    859     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02307    859     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ02308    859     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02309    859     crmb    50.00    mineral     5.00    10.00                 cyan       rock     medium     blinding
Object:   OBJ02310    859     Vrsb    10.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Cell:  860   4000.00   2000.00   -469.19  879  841  861  859  rocks  rocks  plain  plain
Object:   OBJ02311    860     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02312    860     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02313    860     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02314    860     d3tn    10.00      fauna     0.10     0.10        dayglo-orange     triped       tiny         none
Object:   OBJ02315    860     V3m5    10.00      fauna     5.00    10.00            olivedrab     triped     medium     5candela
Cell:  861   5000.00   2000.00   -359.71  880  842  862  860  rocks  plain  plain  plain
Object:   OBJ02316    861     c3m5    10.00      fauna     5.00    10.00                 cyan     triped     medium     5candela
Object:   OBJ02317    861     V3mn    10.00      fauna     5.00    10.00            olivedrab     triped     medium         none
Object:   OBJ02318    861     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Object:   OBJ02319    861     V3mb   -50.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02320    861     V3sn    10.00      fauna     1.00     1.00            olivedrab     triped      small         none
Cell:  862   6000.00   2000.00   -359.68  881  843  863  861  rocks  rocks  rocks  rocks
Object:   OBJ02321    862     crtb    50.00    mineral     0.10     0.10                 cyan       rock       tiny     blinding
Object:   OBJ02322    862     V3sb    10.00      fauna     1.00     1.00            olivedrab     triped      small     blinding
Object:   OBJ02323    862     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02324    862     V3mb    10.00      fauna     5.00    10.00            olivedrab     triped     medium     blinding
Object:   OBJ02325    862     crsn    50.00    mineral     1.00     1.00                 cyan       rock      small         none
Cell:  863   7000.00   2000.00   -484.86  882  844  864  862  rocks  rocks  rocks  rocks
Object:   OBJ02326    863     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02327    863     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02328    863     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02329    863     d3m5   -50.00      fauna     5.00    10.00        dayglo-orange     triped     medium     5candela
Object:   OBJ02330    863     crsn   -50.00    mineral     1.00     1.00                 cyan       rock      small         none
Cell:  864   8000.00   2000.00   -422.88  883  845  865  863  rocks  rocks  rocks  rocks
Object:   OBJ02331    864     V3tb    10.00      fauna     0.10     0.10            olivedrab     triped       tiny     blinding
Object:   OBJ02332    864     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02333    864     Vrsn    10.00    mineral     1.00     1.00            olivedrab       rock      small         none
Object:   OBJ02334    864     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02335    864     c3sb    10.00      fauna     1.00     1.00                 cyan     triped      small     blinding
Cell:  865   9000.00   2000.00   -485.23  884  846  866  864  plain  plain  rocks  plain
Object:   OBJ02336    865     cBsn    50.00      flora     1.00     1.00                 cyan       bush      small         none
Object:   OBJ02337    865     Vrsb    50.00    mineral     1.00     1.00            olivedrab       rock      small     blinding
Object:   OBJ02338    865     cBsb    50.00      flora     1.00     1.00                 cyan       bush      small     blinding
Object:   OBJ02339    865     c3mn    10.00      fauna     5.00    10.00                 cyan     triped     medium         none
Object:   OBJ02340    865     crmn    50.00    mineral     5.00    10.00                 cyan       rock     medium         none
Cell:  866  10000.00   2000.00   -374.20  885  847  867  865  rocks  plain  plain  plain
Object:   OBJ02341    866     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02342    866     crsb    50.00    mineral     1.00     1.00                 cyan       rock      small     blinding
Object:   OBJ02343    866     c3sn    10.00      fauna     1.00     1.00                 cyan     triped      small         none
Object:   OBJ02344    866     drmn    10.00    mineral     5.00    10.00        dayglo-orange       rock     medium         none
